time,thscode,chg_factor
2023-03-30,002653.SZ,1.0
2023-03-30,000548.SZ,0.6768628353731332
2023-03-30,300659.SZ,0.906959393973758
2023-03-30,600063.SH,0.6926285115904894
2023-03-30,600066.SH,1.0
2023-03-30,001205.SZ,1.0
2023-03-30,300369.SZ,0.9753513991241364
2023-03-30,688379.SH,1.0
2023-03-30,600326.SH,0.7864039095761364
2023-03-30,600811.SH,0.6988921891053148
2023-03-30,300451.SZ,1.0
2023-03-30,600488.SH,0.4921358057046742
2023-03-30,836826.BJ,1.0
2023-03-30,600392.SH,0.8594371957745853
2023-03-30,603966.SH,0.5032052692588517
2023-03-30,600597.SH,0.5132738072157055
2023-03-30,002651.SZ,0.8513974511476275
2023-03-30,002733.SZ,1.0
2023-03-30,000429.SZ,0.537290804828048
2023-03-30,601827.SH,1.0
2023-03-30,603686.SH,0.815275255060392
2023-03-30,002171.SZ,0.6674254392710891
2023-03-30,002907.SZ,0.3094654995881275
2023-03-30,002636.SZ,1.0
2023-03-30,600866.SH,0.7978098175602585
2023-03-30,603729.SH,0.7017259851293031
2023-03-30,002556.SZ,0.6886203222049856
2023-03-30,605058.SH,1.0
2023-03-30,603180.SH,0.39804624729807075
2023-03-30,300482.SZ,0.89801721947764
2023-03-30,002866.SZ,0.7538647461218279
2023-03-30,300176.SZ,0.7490243874728578
2023-03-30,688515.SH,1.0
2023-03-30,002693.SZ,0.664225535341366
2023-03-30,603717.SH,0.6843294298764625
2023-03-30,000681.SZ,1.0
2023-03-30,301039.SZ,1.0
2023-03-30,600509.SH,0.5889616402319425
2023-03-30,600477.SH,0.6180976397657669
2023-03-30,300485.SZ,0.7794080770078929
2023-03-30,300822.SZ,1.0
2023-03-30,688170.SH,1.0
2023-03-30,430300.BJ,1.0
2023-03-30,300357.SZ,0.5602217976440359
2023-03-30,600841.SH,1.0
2023-03-30,600927.SH,1.0
2023-03-30,688176.SH,1.0
2023-03-30,600495.SH,0.6899033817078238
2023-03-30,300403.SZ,0.8834956378184752
2023-03-30,002530.SZ,0.8412639820365919
2023-03-30,600702.SH,0.6955417815126681
2023-03-30,600985.SH,0.3538846903234679
2023-03-30,688697.SH,1.0
2023-03-30,000861.SZ,1.0
2023-03-30,001337.SZ,1.0
2023-03-30,600416.SH,1.0
2023-03-30,300987.SZ,1.0
2023-03-30,002268.SZ,1.0
2023-03-30,300326.SZ,0.9300970024920768
2023-03-30,002323.SZ,0.7899610494381798
2023-03-30,300638.SZ,1.0
2023-03-30,605020.SH,0.9722540926747746
2023-03-30,834682.BJ,1.0
2023-03-30,300249.SZ,1.0
2023-03-30,002852.SZ,0.7455889097604834
2023-03-30,600606.SH,0.7408124588920479
2023-03-30,832145.BJ,1.0
2023-03-30,688028.SH,1.0
2023-03-30,002969.SZ,1.0
2023-03-30,688165.SH,1.0
2023-03-30,300603.SZ,1.0
2023-03-30,688185.SH,1.0
2023-03-30,300606.SZ,1.0
2023-03-30,001225.SZ,1.0
2023-03-30,300556.SZ,0.9983336955799059
2023-03-30,600188.SH,0.24427453927761442
2023-03-30,301125.SZ,1.0
2023-03-30,603227.SH,0.692901314710782
2023-03-30,300857.SZ,1.0
2023-03-30,872925.BJ,1.0
2023-03-30,600293.SH,0.7708287399780505
2023-03-30,603171.SH,1.0
2023-03-30,001258.SZ,1.0
2023-03-30,600812.SH,0.47340527058280835
2023-03-30,002106.SZ,0.7910793368581744
2023-03-30,000421.SZ,0.45762278891377606
2023-03-30,000666.SZ,0.9706466555964613
2023-03-30,603392.SH,1.0
2023-03-30,002478.SZ,1.0
2023-03-30,300381.SZ,0.7028814087204083
2023-03-30,688307.SH,1.0
2023-03-30,603033.SH,0.5641682163004987
2023-03-30,301339.SZ,1.0
2023-03-30,600998.SH,1.0
2023-03-30,600479.SH,0.7147452668050861
2023-03-30,000546.SZ,0.674065212778952
2023-03-30,001234.SZ,1.0
2023-03-30,301198.SZ,1.0
2023-03-30,600079.SH,0.7475184366300679
2023-03-30,600875.SH,0.5166491735964851
2023-03-30,002095.SZ,1.0
2023-03-30,300295.SZ,0.9571349031192734
2023-03-30,301149.SZ,1.0
2023-03-30,600819.SH,0.6143139039584052
2023-03-30,000520.SZ,0.828852501101307
2023-03-30,870866.BJ,1.0
2023-03-30,000892.SZ,1.0
2023-03-30,300022.SZ,0.9256841177847027
2023-03-30,300044.SZ,0.9881163189588876
2023-03-30,600848.SH,0.37683249681889597
2023-03-30,603936.SH,1.0
2023-03-30,000058.SZ,0.29300837807341956
2023-03-30,603280.SH,1.0
2023-03-30,688068.SH,0.7644503074043434
2023-03-30,605007.SH,1.0
2023-03-30,002568.SZ,0.8516657504386006
2023-03-30,300199.SZ,1.0
2023-03-30,300490.SZ,1.0
2023-03-30,000893.SZ,1.0
2023-03-30,603712.SH,0.5205084196891221
2023-03-30,603859.SH,0.7344513257511118
2023-03-30,605138.SH,1.0
2023-03-30,600635.SH,0.7952928877184069
2023-03-30,603130.SH,1.0
2023-03-30,600008.SH,0.5362555150137672
2023-03-30,600468.SH,0.42077884220881645
2023-03-30,000407.SZ,0.7471776981351755
2023-03-30,002931.SZ,1.0
2023-03-30,300241.SZ,0.933892245642102
2023-03-30,603176.SH,1.0
2023-03-30,300258.SZ,0.5482632768544581
2023-03-30,301327.SZ,1.0
2023-03-30,600029.SH,0.39848075511610725
2023-03-30,600565.SH,0.6143948754335111
2023-03-30,301283.SZ,1.0
2023-03-30,603063.SH,0.8029971998061675
2023-03-30,600192.SH,0.6122840329780959
2023-03-30,001301.SZ,1.0
2023-03-30,605258.SH,1.0
2023-03-30,000848.SZ,0.5931485330607643
2023-03-30,300359.SZ,1.0
2023-03-30,688516.SH,1.0
2023-03-30,838227.BJ,1.0
2023-03-30,601988.SH,0.09723581561231275
2023-03-30,836433.BJ,0.5320064421610634
2023-03-30,000023.SZ,0.7261301152506944
2023-03-30,300564.SZ,0.5433045396066958
2023-03-30,000899.SZ,1.0
2023-03-30,603112.SH,1.0
2023-03-30,300334.SZ,1.0
2023-03-30,301096.SZ,1.0
2023-03-30,600266.SH,0.5813660445986021
2023-03-30,300306.SZ,0.7579610894267753
2023-03-30,002690.SZ,0.689209036767563
2023-03-30,002200.SZ,1.0
2023-03-30,000709.SZ,0.3617854996685527
2023-03-30,300399.SZ,0.6954614634223253
2023-03-30,301108.SZ,1.0
2023-03-30,001313.SZ,1.0
2023-03-30,603020.SH,0.7016156618497265
2023-03-30,688229.SH,1.0
2023-03-30,688368.SH,0.5747870795681868
2023-03-30,002152.SZ,0.4996062268946591
2023-03-30,600547.SH,0.5313056290103128
2023-03-30,601686.SH,1.0
2023-03-30,000821.SZ,0.7557622017359981
2023-03-30,688061.SH,1.0
2023-03-30,600572.SH,0.7909811619040769
2023-03-30,002858.SZ,0.8793070294579283
2023-03-30,300135.SZ,0.8391344464228854
2023-03-30,600462.SH,0.8257482161513913
2023-03-30,601696.SH,1.0
2023-03-30,601018.SH,0.23686503095163794
2023-03-30,601231.SH,0.21976807272187587
2023-03-30,000978.SZ,0.8163585071791948
2023-03-30,002452.SZ,0.9662886067266193
2023-03-30,300584.SZ,0.782443053391484
2023-03-30,688772.SH,1.0
2023-03-30,000768.SZ,0.4508388196499397
2023-03-30,300772.SZ,0.8610993100899568
2023-03-30,600660.SH,0.7929808060217968
2023-03-30,002635.SZ,0.7868284642883862
2023-03-30,002053.SZ,0.4797282055814214
2023-03-30,300781.SZ,0.6172665935796058
2023-03-30,301021.SZ,1.0
2023-03-30,688598.SH,1.0
2023-03-30,002609.SZ,1.0
2023-03-30,300175.SZ,0.7605077315208295
2023-03-30,300771.SZ,0.9138842348993703
2023-03-30,603068.SH,1.0
2023-03-30,300421.SZ,0.92667339291887
2023-03-30,600137.SH,0.5731702888987311
2023-03-30,600692.SH,1.0
2023-03-30,600894.SH,0.4344279491816772
2023-03-30,603759.SH,1.0
2023-03-30,002369.SZ,0.8280463050337129
2023-03-30,002080.SZ,0.39761611502386934
2023-03-30,300296.SZ,0.9306125399320941
2023-03-30,300743.SZ,1.0
2023-03-30,301100.SZ,1.0
2023-03-30,603617.SH,1.0
2023-03-30,300308.SZ,1.0
2023-03-30,600522.SH,0.773182155632929
2023-03-30,601956.SH,1.0
2023-03-30,301338.SZ,1.0
2023-03-30,301128.SZ,1.0
2023-03-30,301366.SZ,1.0
2023-03-30,603799.SH,1.0
2023-03-30,000587.SZ,
2023-03-30,301153.SZ,1.0
2023-03-30,601369.SH,0.4170686536571475
2023-03-30,601211.SH,0.6533819169156135
2023-03-30,600491.SH,0.779510248077163
2023-03-30,600335.SH,1.0
2023-03-30,000988.SZ,1.0
2023-03-30,600196.SH,0.5818152698283863
2023-03-30,600435.SH,0.6104668103564286
2023-03-30,300107.SZ,0.8401686749677467
2023-03-30,600099.SH,0.5789662285505728
2023-03-30,600433.SH,0.769519907894967
2023-03-30,600641.SH,1.0
2023-03-30,603787.SH,0.35730392156863716
2023-03-30,605196.SH,1.0
2023-03-30,600067.SH,0.6294216047630781
2023-03-30,601579.SH,1.0
2023-03-30,002100.SZ,1.0
2023-03-30,002345.SZ,0.7076765332549185
2023-03-30,300868.SZ,1.0
2023-03-30,603222.SH,1.0
2023-03-30,430478.BJ,1.0
2023-03-30,688056.SH,1.0
2023-03-30,002688.SZ,0.6479335308991752
2023-03-30,301076.SZ,1.0
2023-03-30,600207.SH,1.0
2023-03-30,002833.SZ,0.7928182589489476
2023-03-30,688031.SH,0.977299260007429
2023-03-30,600235.SH,0.6512951892969068
2023-03-30,688067.SH,1.0
2023-03-30,603677.SH,0.7000846015410793
2023-03-30,834475.BJ,0.8308305646763422
2023-03-30,301083.SZ,0.9259038786355671
2023-03-30,002084.SZ,0.6503989966537562
2023-03-30,301273.SZ,1.0
2023-03-30,000619.SZ,0.6936591861111536
2023-03-30,603968.SH,1.0
2023-03-30,688798.SH,1.0
2023-03-30,603949.SH,1.0
2023-03-30,688102.SH,1.0
2023-03-30,603967.SH,0.34990008126248234
2023-03-30,603085.SH,0.5548555073069378
2023-03-30,603889.SH,0.54408138392175
2023-03-30,301067.SZ,1.0
2023-03-30,002170.SZ,0.9160129888657603
2023-03-30,002358.SZ,0.8490267282243785
2023-03-30,300838.SZ,1.0
2023-03-30,601808.SH,0.1856533156244185
2023-03-30,603198.SH,0.25341768750000637
2023-03-30,000655.SZ,0.4158967805686548
2023-03-30,430139.BJ,1.0
2023-03-30,002695.SZ,0.397379813479048
2023-03-30,300069.SZ,0.7096372905982944
2023-03-30,300762.SZ,1.0
2023-03-30,300891.SZ,1.0
2023-03-30,301098.SZ,1.0
2023-03-30,688297.SH,1.0
2023-03-30,300991.SZ,1.0
2023-03-30,603810.SH,0.5273927523490576
2023-03-30,688066.SH,1.0
2023-03-30,600893.SH,0.5376430224986029
2023-03-30,001317.SZ,1.0
2023-03-30,001336.SZ,1.0
2023-03-30,300081.SZ,1.0
2023-03-30,600508.SH,0.37570209542311417
2023-03-30,601128.SH,0.9065968751941559
2023-03-30,002991.SZ,1.0
2023-03-30,000819.SZ,0.7653738754125955
2023-03-30,603393.SH,0.664217992918058
2023-03-30,002815.SZ,1.0
2023-03-30,301081.SZ,1.0
2023-03-30,600871.SH,0.2094040030146113
2023-03-30,430047.BJ,0.9997646872661803
2023-03-30,601368.SH,0.4899773450284003
2023-03-30,600665.SH,0.42484899314410385
2023-03-30,002221.SZ,0.6392548397713281
2023-03-30,605088.SH,1.0
2023-03-30,600255.SH,0.9011958798017256
2023-03-30,688590.SH,1.0
2023-03-30,300123.SZ,1.0
2023-03-30,603189.SH,1.0
2023-03-30,300078.SZ,0.9190935077710848
2023-03-30,300900.SZ,1.0
2023-03-30,600854.SH,0.7465997719340176
2023-03-30,603690.SH,0.7066335700159017
2023-03-30,688275.SH,1.0
2023-03-30,688595.SH,1.0
2023-03-30,301199.SZ,1.0
2023-03-30,601101.SH,0.3669341270981771
2023-03-30,601828.SH,1.0
2023-03-30,688132.SH,1.0
2023-03-30,600163.SH,0.5912936851241775
2023-03-30,002344.SZ,0.4700440369077237
2023-03-30,603919.SH,0.7343285735184787
2023-03-30,688247.SH,1.0
2023-03-30,002444.SZ,1.0
2023-03-30,300134.SZ,1.0
2023-03-30,600461.SH,0.4682890201341277
2023-03-30,300256.SZ,1.0
2023-03-30,600082.SH,0.7025722852123929
2023-03-30,603828.SH,0.613469439962141
2023-03-30,002572.SZ,0.8574986782055493
2023-03-30,301318.SZ,1.0
2023-03-30,605300.SH,1.0
2023-03-30,000001.SZ,0.44321895425885194
2023-03-30,300796.SZ,0.6120056891988221
2023-03-30,301133.SZ,1.0
2023-03-30,601777.SH,1.0
2023-03-30,002242.SZ,0.4978178352335725
2023-03-30,300353.SZ,0.9410098079509851
2023-03-30,000977.SZ,0.6368494218919223
2023-03-30,002341.SZ,1.0
2023-03-30,300607.SZ,0.8733302226295891
2023-03-30,000576.SZ,0.5544708222010147
2023-03-30,603659.SH,1.0
2023-03-30,688097.SH,1.0
2023-03-30,002543.SZ,0.3066285901431423
2023-03-30,300980.SZ,1.0
2023-03-30,601326.SH,0.29704374974645875
2023-03-30,000516.SZ,1.0
2023-03-30,002758.SZ,0.7406399840250415
2023-03-30,600020.SH,0.5491118689966723
2023-03-30,871642.BJ,1.0
2023-03-30,300941.SZ,1.0
2023-03-30,300266.SZ,1.0
2023-03-30,300616.SZ,0.87674581588931
2023-03-30,300682.SZ,1.0
2023-03-30,688668.SH,1.0
2023-03-30,870436.BJ,0.7912589036420249
2023-03-30,002621.SZ,0.690634586262903
2023-03-30,000897.SZ,0.7908094218477988
2023-03-30,002669.SZ,1.0
2023-03-30,688281.SH,1.0
2023-03-30,300225.SZ,0.8515748689714379
