time,thscode,chg_factor
2023-03-30,300758.SZ,0.6941367381424273
2023-03-30,301131.SZ,1.0
2023-03-30,600793.SH,0.5513469503081184
2023-03-30,837092.BJ,1.0
2023-03-30,002003.SZ,0.6189390812392442
2023-03-30,600817.SH,1.0
2023-03-30,831641.BJ,1.0
2023-03-30,000938.SZ,1.0
2023-03-30,301439.SZ,1.0
2023-03-30,002371.SZ,0.5672396458952673
2023-03-30,002353.SZ,0.8442107919201715
2023-03-30,605005.SH,1.0
2023-03-30,003015.SZ,1.0
2023-03-30,300452.SZ,0.9154396681955882
2023-03-30,603517.SH,1.0
2023-03-30,002677.SZ,0.5670906626730461
2023-03-30,605358.SH,1.0
2023-03-30,300642.SZ,0.9405373218374176
2023-03-30,600550.SH,0.5544258028526405
2023-03-30,601968.SH,0.44851532140708805
2023-03-30,301175.SZ,1.0
2023-03-30,600009.SH,0.9700000002283452
2023-03-30,000735.SZ,0.7856146362857755
2023-03-30,002336.SZ,0.4811604046358852
2023-03-30,000595.SZ,0.7065285700007485
2023-03-30,300260.SZ,0.6598321368744502
2023-03-30,300588.SZ,0.9202188086718203
2023-03-30,002054.SZ,0.9380748941214739
2023-03-30,002824.SZ,0.896720348120226
2023-03-30,603767.SH,0.33675942038413886
2023-03-30,000727.SZ,0.9520847290065108
2023-03-30,300172.SZ,0.9022365790010772
2023-03-30,688622.SH,1.0
2023-03-30,833943.BJ,1.0
2023-03-30,301206.SZ,1.0
2023-03-30,600117.SH,0.6462896104889765
2023-03-30,300036.SZ,0.970577472909655
2023-03-30,300746.SZ,1.0
2023-03-30,002906.SZ,1.0
2023-03-30,300291.SZ,0.9496134173460556
2023-03-30,605589.SH,1.0
2023-03-30,600052.SH,1.0
2023-03-30,600128.SH,0.7351820195123027
2023-03-30,002187.SZ,0.5974187714286231
2023-03-30,300613.SZ,0.979864276904909
2023-03-30,873339.BJ,1.0
2023-03-30,000596.SZ,0.3374904013705341
2023-03-30,002351.SZ,0.8750080772321039
2023-03-30,688522.SH,1.0
2023-03-30,000736.SZ,1.0
2023-03-30,601179.SH,1.0
2023-03-30,000810.SZ,0.4768074866188995
2023-03-30,002269.SZ,0.5835271406965171
2023-03-30,300465.SZ,0.7719447549482767
2023-03-30,600789.SH,0.7624955042575308
2023-03-30,000758.SZ,0.6625179437886152
2023-03-30,300557.SZ,0.7812137871096199
2023-03-30,688246.SH,1.0
2023-03-30,603998.SH,0.6030680526722902
2023-03-30,300777.SZ,0.8431962640524582
2023-03-30,601318.SH,0.9111281345251976
2023-03-30,603722.SH,1.0
2023-03-30,300711.SZ,0.33307889886166386
2023-03-30,300678.SZ,0.6742820918295832
2023-03-30,688271.SH,1.0
2023-03-30,600422.SH,1.0
2023-03-30,603115.SH,0.3478260869565343
2023-03-30,300886.SZ,1.0
2023-03-30,002642.SZ,0.8697243599462249
2023-03-30,001216.SZ,1.0
2023-03-30,000631.SZ,0.3867132478850865
2023-03-30,300405.SZ,0.9022620501740779
2023-03-30,603739.SH,0.41389071313828313
2023-03-30,600193.SH,1.0
2023-03-30,688506.SH,1.0
2023-03-30,301213.SZ,1.0
2023-03-30,300232.SZ,0.9389071414872656
2023-03-30,430510.BJ,1.0
2023-03-30,300257.SZ,1.0
2023-03-30,688455.SH,1.0
2023-03-30,603389.SH,1.0
2023-03-30,000961.SZ,1.0
2023-03-30,002440.SZ,0.673059531496132
2023-03-30,300013.SZ,1.0
2023-03-30,603166.SH,1.0
2023-03-30,300218.SZ,0.7802811526439706
2023-03-30,688095.SH,1.0
2023-03-30,688266.SH,1.0
2023-03-30,300677.SZ,0.8786404988583331
2023-03-30,001278.SZ,1.0
2023-03-30,301055.SZ,1.0
2023-03-30,002317.SZ,0.9670752317865934
2023-03-30,002508.SZ,0.4881047704730724
2023-03-30,300972.SZ,1.0
2023-03-30,603959.SH,0.7019892914648467
2023-03-30,002664.SZ,0.6263973021461882
2023-03-30,301237.SZ,1.0
2023-03-30,688597.SH,0.9623901774860523
2023-03-30,300226.SZ,0.7387833071693909
2023-03-30,300269.SZ,0.8563583793008182
2023-03-30,300989.SZ,1.0
2023-03-30,002905.SZ,0.2948717948717976
2023-03-30,000783.SZ,0.8511141715605146
2023-03-30,002582.SZ,1.0
2023-03-30,300851.SZ,1.0
2023-03-30,300741.SZ,0.18896162976658512
2023-03-30,000509.SZ,0.7692268459818119
2023-03-30,002731.SZ,0.8011373502671058
2023-03-30,600618.SH,1.0
2023-03-30,601996.SH,1.0
2023-03-30,688162.SH,1.0
2023-03-30,603299.SH,0.36575656088748193
2023-03-30,300310.SZ,0.9331592995244632
2023-03-30,300923.SZ,1.0
2023-03-30,603328.SH,0.7000001645562508
2023-03-30,600083.SH,0.86490791401502
2023-03-30,688509.SH,1.0
2023-03-30,688737.SH,1.0
2023-03-30,688248.SH,1.0
2023-03-30,600823.SH,0.26850122306469865
2023-03-30,300030.SZ,1.0
2023-03-30,301102.SZ,1.0
2023-03-30,605305.SH,1.0
2023-03-30,300188.SZ,0.8267494482585868
2023-03-30,600798.SH,0.5528679033276729
2023-03-30,603456.SH,1.0
2023-03-30,002819.SZ,1.0004895504732463
2023-03-30,688055.SH,1.0
2023-03-30,002545.SZ,0.4849136856197798
2023-03-30,603999.SH,0.42162162500001
2023-03-30,300121.SZ,1.0
2023-03-30,301017.SZ,1.0
2023-03-30,000505.SZ,0.5353859170920843
2023-03-30,300635.SZ,1.0
2023-03-30,600956.SH,1.0
2023-03-30,300145.SZ,0.7010935980018244
2023-03-30,002306.SZ,1.0
2023-03-30,300395.SZ,1.0
2023-03-30,688787.SH,1.0
2023-03-30,300590.SZ,1.0
2023-03-30,603496.SH,1.0
2023-03-30,002483.SZ,0.7871137227858055
2023-03-30,605169.SH,1.0
2023-03-30,603351.SH,0.647443584053544
2023-03-30,000932.SZ,0.679487731196122
2023-03-30,688396.SH,1.0
2023-03-30,002005.SZ,0.7808013289435161
2023-03-30,002307.SZ,0.6237367293115563
2023-03-30,002789.SZ,0.7315268137994307
2023-03-30,300021.SZ,0.6750939762064196
2023-03-30,300424.SZ,0.7727691107422029
2023-03-30,603681.SH,0.513433355480062
2023-03-30,600507.SH,0.5813107174877392
2023-03-30,600657.SH,0.45546784995595035
2023-03-30,300052.SZ,0.8305859681988521
2023-03-30,301321.SZ,1.0
2023-03-30,000801.SZ,0.523949819934961
2023-03-30,603416.SH,1.0
2023-03-30,301380.SZ,1.0
2023-03-30,002883.SZ,0.7514498362247739
2023-03-30,300083.SZ,0.9521435326393145
2023-03-30,301123.SZ,1.0
2023-03-30,600460.SH,0.6211583487842012
2023-03-30,601678.SH,0.9292149940703794
2023-03-30,601228.SH,0.28194973121737865
2023-03-30,300633.SZ,0.552541440693643
2023-03-30,300967.SZ,1.0
2023-03-30,002316.SZ,0.923840524431957
2023-03-30,002368.SZ,1.0
2023-03-30,300294.SZ,0.7032878582994889
2023-03-30,600653.SH,0.7706690403199242
2023-03-30,600905.SH,1.0
2023-03-30,605398.SH,1.0
2023-03-30,002099.SZ,0.6002813634015871
2023-03-30,002586.SZ,0.7998580312101077
2023-03-30,600881.SH,0.909173141110942
2023-03-30,601858.SH,0.2559944794433874
2023-03-30,001316.SZ,1.0
2023-03-30,688348.SH,1.0
2023-03-30,688699.SH,1.0
2023-03-30,300417.SZ,1.0
2023-03-30,605050.SH,1.0
2023-03-30,600800.SH,1.0
2023-03-30,833454.BJ,0.6616033430043848
2023-03-30,601086.SH,0.3695195195195189
2023-03-30,301031.SZ,1.0
2023-03-30,688160.SH,1.0
2023-03-30,688231.SH,1.0
2023-03-30,688004.SH,1.0
2023-03-30,300208.SZ,0.6636598598951975
2023-03-30,600987.SH,0.6220811523162959
2023-03-30,603880.SH,1.0
2023-03-30,000623.SZ,0.7178655526269924
2023-03-30,605006.SH,1.0
2023-03-30,000007.SZ,0.8401591207355239
2023-03-30,600397.SH,0.6065637637627197
2023-03-30,300407.SZ,0.9586321096939657
2023-03-30,000995.SZ,0.9598298836579833
2023-03-30,300059.SZ,0.9424682664446327
2023-03-30,300173.SZ,0.7844791388637835
2023-03-30,000951.SZ,0.4838161112107717
2023-03-30,003005.SZ,1.0
2023-03-30,300890.SZ,1.0
2023-03-30,002984.SZ,1.0
2023-03-30,600801.SH,0.6685954349475254
2023-03-30,603179.SH,0.628236611421383
2023-03-30,300459.SZ,1.0
2023-03-30,300533.SZ,0.8559878189064763
2023-03-30,835207.BJ,1.0
2023-03-30,601799.SH,0.5792615358126353
2023-03-30,000828.SZ,0.30174923332226783
2023-03-30,603529.SH,1.0
2023-03-30,600267.SH,0.7063402077337497
2023-03-30,301196.SZ,1.0
2023-03-30,002457.SZ,0.6861800082227113
2023-03-30,000839.SZ,0.635573564560817
2023-03-30,300968.SZ,1.0
2023-03-30,301377.SZ,1.0
2023-03-30,300697.SZ,0.7914336595115197
2023-03-30,000933.SZ,0.7839517068461439
2023-03-30,600995.SH,0.6933941366662236
2023-03-30,300418.SZ,0.7907011233737615
2023-03-30,603183.SH,1.0
2023-03-30,831855.BJ,1.0
2023-03-30,301117.SZ,1.0
2023-03-30,600420.SH,1.0
2023-03-30,300117.SZ,0.6152664685529541
2023-03-30,601208.SH,0.7739322103886241
2023-03-30,000719.SZ,0.6130159202280164
2023-03-30,300560.SZ,1.0
2023-03-30,600122.SH,0.7854760710337435
2023-03-30,300293.SZ,1.0
2023-03-30,300461.SZ,0.7872197822045272
2023-03-30,600767.SH,0.7565929902322565
2023-03-30,603408.SH,1.0
2023-03-30,002802.SZ,0.4687933474245777
2023-03-30,300040.SZ,0.9094751097579149
2023-03-30,601555.SH,0.7439522344049231
2023-03-30,871634.BJ,1.0
2023-03-30,002665.SZ,0.995940413876566
2023-03-30,600410.SH,1.0
2023-03-30,688221.SH,1.0
2023-03-30,002193.SZ,1.0
2023-03-30,688357.SH,0.607231958057032
2023-03-30,688475.SH,1.0
2023-03-30,300074.SZ,0.843442439704914
2023-03-30,300801.SZ,0.7019840441834753
2023-03-30,002409.SZ,0.8352757093884539
2023-03-30,605122.SH,1.0
2023-03-30,688580.SH,1.0
2023-03-30,300879.SZ,1.0
2023-03-30,600278.SH,0.5149417718814826
2023-03-30,600346.SH,0.5064194227065636
2023-03-30,002888.SZ,1.0
2023-03-30,831167.BJ,1.0
2023-03-30,600016.SH,1.0
2023-03-30,603950.SH,0.9679462376574725
2023-03-30,300082.SZ,0.4694018921283211
2023-03-30,603016.SH,1.0
2023-03-30,300153.SZ,0.6762804606017871
2023-03-30,002566.SZ,0.8602388660392621
2023-03-30,301059.SZ,1.0
2023-03-30,603506.SH,0.391763356621666
2023-03-30,002539.SZ,1.0
2023-03-30,002705.SZ,0.3572459156596805
2023-03-30,603789.SH,0.8301929538461764
2023-03-30,605133.SH,1.0
2023-03-30,002855.SZ,0.36370890584464005
2023-03-30,300720.SZ,0.537882416249448
2023-03-30,600637.SH,0.54024591050242
2023-03-30,300660.SZ,0.32841211015503036
2023-03-30,300436.SZ,0.6345182655568649
2023-03-30,300309.SZ,
2023-03-30,600623.SH,1.0
2023-03-30,000488.SZ,0.7283598937485404
2023-03-30,000858.SZ,0.45166632556498115
2023-03-30,002707.SZ,1.0
2023-03-30,603976.SH,0.3648163348940764
2023-03-30,688799.SH,1.0
2023-03-30,001296.SZ,1.0
2023-03-30,002401.SZ,0.5053707089904358
2023-03-30,300462.SZ,0.9022354079065101
2023-03-30,301288.SZ,1.0
2023-03-30,839371.BJ,1.0
2023-03-30,688233.SH,1.0
2023-03-30,000536.SZ,0.7481676605853556
2023-03-30,001696.SZ,0.9913668337237641
2023-03-30,002928.SZ,0.47801669944710495
2023-03-30,600966.SH,0.5116365885987192
2023-03-30,600439.SH,0.6629477698935665
2023-03-30,301027.SZ,1.0
2023-03-30,605033.SH,1.0
2023-03-30,300507.SZ,1.0
2023-03-30,300593.SZ,0.9337127350305198
2023-03-30,002022.SZ,0.8135495615305376
2023-03-30,600792.SH,0.39809352055048647
2023-03-30,002989.SZ,1.0
2023-03-30,300033.SZ,1.0
2023-03-30,603290.SH,1.0
2023-03-30,688520.SH,0.9856685064427851
2023-03-30,688555.SH,1.0
2023-03-30,000878.SZ,0.6249387668006775
2023-03-30,300837.SZ,1.0
2023-03-30,300489.SZ,1.0
2023-03-30,603159.SH,1.0
2023-03-30,603838.SH,0.8127421493174551
2023-03-30,600231.SH,0.6448300174609986
2023-03-30,688779.SH,1.0
2023-03-30,300262.SZ,0.7864442580366167
2023-03-30,601099.SH,0.8908442720947285
2023-03-30,605577.SH,1.0
2023-03-30,300109.SZ,1.0
2023-03-30,300570.SZ,1.0
2023-03-30,601298.SH,0.3473306658382891
2023-03-30,002110.SZ,0.4345154751822146
2023-03-30,300440.SZ,1.0
2023-03-30,300760.SZ,0.4497807442362986
2023-03-30,002282.SZ,1.0
2023-03-30,002751.SZ,1.0
2023-03-30,300062.SZ,1.0
2023-03-30,600467.SH,1.0
2023-03-30,603866.SH,0.4341858957819336
2023-03-30,603011.SH,1.0
2023-03-30,001314.SZ,1.0
2023-03-30,600213.SH,0.4900000000000068
2023-03-30,600282.SH,0.564482874390616
2023-03-30,688663.SH,1.0
2023-03-30,300622.SZ,0.8885002975626509
2023-03-30,688596.SH,1.0
2023-03-30,300244.SZ,0.8971257015988606
2023-03-30,603569.SH,0.2723371119877124
2023-03-30,300809.SZ,1.0
2023-03-30,600184.SH,0.4314586516533506
2023-03-30,301090.SZ,1.0
2023-03-30,600114.SH,0.8937881977001795
2023-03-30,603819.SH,1.0
2023-03-30,603869.SH,0.6010360508893404
2023-03-30,002419.SZ,1.0
2023-03-30,300213.SZ,1.0
2023-03-30,603386.SH,0.39737234226159834
2023-03-30,002718.SZ,0.6436364178462637
2023-03-30,601020.SH,1.0
2023-03-30,002714.SZ,0.6638412980946601
2023-03-30,002835.SZ,0.7602712528833122
2023-03-30,002267.SZ,0.3556817936934071
2023-03-30,300981.SZ,1.0
2023-03-30,601333.SH,0.5347945777928349
2023-03-30,688292.SH,1.0
2023-03-30,872392.BJ,1.0
2023-03-30,000700.SZ,0.6214778753327667
2023-03-30,002205.SZ,0.6979221648044147
2023-03-30,300907.SZ,1.0
2023-03-30,002587.SZ,0.9274567010623288
2023-03-30,300820.SZ,1.0
2023-03-30,603903.SH,0.9499898054288266
2023-03-30,301157.SZ,1.0
2023-03-30,688121.SH,1.0
2023-03-30,002153.SZ,0.7673096554854028
2023-03-30,300201.SZ,0.8798916107115504
2023-03-30,603359.SH,0.5194037785588788
2023-03-30,601137.SH,0.60478595124106
2023-03-30,003010.SZ,1.0
2023-03-30,601717.SH,0.8169558566499393
2023-03-30,688153.SH,1.0
2023-03-30,002472.SZ,0.9272471947672616
2023-03-30,600573.SH,0.49922168799999644
2023-03-30,002300.SZ,0.7769045761124832
2023-03-30,688069.SH,1.0
2023-03-30,688321.SH,1.0
2023-03-30,688333.SH,1.0
2023-03-30,002004.SZ,0.7873353673784039
2023-03-30,002659.SZ,0.7118558106998153
2023-03-30,300247.SZ,0.8150391284339462
2023-03-30,688680.SH,1.0
2023-03-30,300067.SZ,0.8170920847832951
2023-03-30,600733.SH,0.6514111065848731
2023-03-30,000667.SZ,0.8442082074723095
2023-03-30,688319.SH,1.0
2023-03-30,300827.SZ,1.0
2023-03-30,603039.SH,0.48230585907172635
2023-03-30,000950.SZ,0.6152605635619016
2023-03-30,002060.SZ,1.0
2023-03-30,002849.SZ,0.9339148535377204
2023-03-30,002645.SZ,1.0
2023-03-30,603095.SH,1.0
2023-03-30,002078.SZ,0.5444032861693179
2023-03-30,300684.SZ,0.8665794698407793
2023-03-30,600132.SH,0.8254028331660747
2023-03-30,300825.SZ,1.0
2023-03-30,301228.SZ,1.0
2023-03-30,688190.SH,1.0
2023-03-30,000561.SZ,0.5296584543762138
2023-03-30,605255.SH,1.0
2023-03-30,688107.SH,1.0
2023-03-30,688270.SH,1.0
2023-03-30,603987.SH,0.6734787911055239
2023-03-30,002056.SZ,0.48691422741398455
2023-03-30,300322.SZ,0.8145291841976472
2023-03-30,000860.SZ,0.6249365742534967
2023-03-30,601598.SH,0.22509930505702447
2023-03-30,603267.SH,0.6815305358393475
2023-03-30,430718.BJ,1.0
2023-03-30,000971.SZ,1.0
2023-03-30,002949.SZ,1.0
2023-03-30,300058.SZ,1.0
2023-03-30,603158.SH,0.7274481965139745
2023-03-30,688316.SH,1.0
2023-03-30,603638.SH,0.8249602856675287
2023-03-30,300443.SZ,0.8608103691350224
2023-03-30,605151.SH,1.0
2023-03-30,603667.SH,1.0
2023-03-30,600559.SH,0.7437899821988465
2023-03-30,002420.SZ,0.7320595753360746
2023-03-30,300798.SZ,0.9395018601823054
2023-03-30,300927.SZ,0.49137064215265686
2023-03-30,603282.SH,1.0
2023-03-30,688503.SH,1.0
2023-03-30,872351.BJ,1.0
2023-03-30,002528.SZ,0.6981849068656667
2023-03-30,002909.SZ,0.5812037679703808
2023-03-30,688238.SH,1.0
2023-03-30,833533.BJ,1.0
2023-03-30,603626.SH,0.6444948976236599
2023-03-30,600372.SH,0.3325078790132856
2023-03-30,833575.BJ,1.0
2023-03-30,002223.SZ,0.6287167695083712
2023-03-30,000062.SZ,0.42650273284598295
2023-03-30,301330.SZ,1.0
2023-03-30,000046.SZ,0.41633079554376007
2023-03-30,832885.BJ,0.7526423045012232
2023-03-30,600345.SH,0.7137257727272709
2023-03-30,001311.SZ,1.0
2023-03-30,002773.SZ,1.0
2023-03-30,002820.SZ,0.6592039702652158
2023-03-30,000551.SZ,0.6408195647572318
2023-03-30,002975.SZ,1.0
2023-03-30,600557.SH,0.6648733580613194
2023-03-30,002841.SZ,0.7234740087853622
2023-03-30,873001.BJ,1.0
2023-03-30,000518.SZ,0.6914950611624878
2023-03-30,600535.SH,0.5164629371606774
2023-03-30,300268.SZ,0.7000858798401164
2023-03-30,000166.SZ,0.43141711081416717
2023-03-30,600098.SH,0.4634434191159781
2023-03-30,603700.SH,1.0
2023-03-30,600379.SH,0.7303531548384796
2023-03-30,300467.SZ,1.0
2023-03-30,831195.BJ,1.0
2023-03-30,833346.BJ,1.0
2023-03-30,002311.SZ,0.45144280478404136
2023-03-30,605003.SH,1.0
2023-03-30,600222.SH,0.8563458119803387
2023-03-30,601857.SH,0.09151599898968692
2023-03-30,603933.SH,0.27815451163190624
2023-03-30,001289.SZ,1.0
2023-03-30,605199.SH,1.0
2023-03-30,002290.SZ,1.0
2023-03-30,600586.SH,0.6796998271240078
2023-03-30,300236.SZ,0.7433934012417688
2023-03-30,600189.SH,0.6840233552057036
2023-03-30,600577.SH,0.8566993417655961
2023-03-30,002334.SZ,0.9827048020461603
2023-03-30,001300.SZ,1.0
2023-03-30,002198.SZ,1.0
2023-03-30,300229.SZ,1.0
2023-03-30,300283.SZ,0.8138654421630018
2023-03-30,605055.SH,1.0
2023-03-30,688256.SH,1.0
2023-03-30,600845.SH,1.0
2023-03-30,300841.SZ,1.0
2023-03-30,000532.SZ,0.7145156352407672
2023-03-30,600810.SH,1.0
2023-03-30,300136.SZ,0.9428477854715875
2023-03-30,688109.SH,1.0
2023-03-30,300601.SZ,1.0
2023-03-30,301053.SZ,1.0
2023-03-30,301303.SZ,1.0
2023-03-30,301063.SZ,1.0
2023-03-30,601929.SH,0.6719951456181207
2023-03-30,301396.SZ,1.0
2023-03-30,688302.SH,1.0
2023-03-30,300006.SZ,0.7968178420539425
2023-03-30,688670.SH,1.0
2023-03-30,301248.SZ,1.0
2023-03-30,688163.SH,1.0
2023-03-30,600201.SH,0.8908359876710683
2023-03-30,603583.SH,0.6585436049185603
2023-03-30,603797.SH,0.5005914597963947
2023-03-30,600301.SH,1.0
2023-03-30,601226.SH,0.36872696450215997
2023-03-30,688466.SH,1.0
2023-03-30,300017.SZ,0.8849806025280846
2023-03-30,601901.SH,0.7129242096756435
2023-03-30,002417.SZ,0.8768321747127331
2023-03-30,002875.SZ,1.0
2023-03-30,300404.SZ,0.9008013829372182
2023-03-30,300797.SZ,0.3076832514101568
2023-03-30,603077.SH,0.7309088700187175
2023-03-30,300665.SZ,0.9246158604257785
2023-03-30,600960.SH,0.5524230042081046
2023-03-30,002244.SZ,0.4385854111844366
2023-03-30,600225.SH,1.0
2023-03-30,300938.SZ,1.0
2023-03-30,601136.SH,1.0
2023-03-30,830974.BJ,1.0
2023-03-30,300066.SZ,1.0
2023-03-30,300555.SZ,1.0
2023-03-30,002191.SZ,0.648529353370881
2023-03-30,300889.SZ,1.0
2023-03-30,688209.SH,1.0
2023-03-30,601162.SH,1.0
2023-03-30,600735.SH,0.547344581764573
2023-03-30,601958.SH,0.2751559379265699
2023-03-30,300943.SZ,1.0
2023-03-30,603607.SH,0.5584978052485647
2023-03-30,600754.SH,0.472665219860397
2023-03-30,601118.SH,0.3872984547518105
2023-03-30,002254.SZ,1.0
2023-03-30,300516.SZ,0.41749999999998394
2023-03-30,002985.SZ,0.9988899234600374
2023-03-30,002426.SZ,0.9725399739058439
2023-03-30,688279.SH,1.0
2023-03-30,831526.BJ,1.0
2023-03-30,300379.SZ,0.9790977789367818
2023-03-30,000593.SZ,0.6798443159820353
2023-03-30,002696.SZ,0.829766722947343
2023-03-30,000901.SZ,0.824124719720178
2023-03-30,300692.SZ,0.8116779992466866
2023-03-30,002801.SZ,1.0
2023-03-30,688232.SH,1.0
2023-03-30,600601.SH,1.0
2023-03-30,603396.SH,0.49652541887930707
2023-03-30,002333.SZ,1.0
2023-03-30,300246.SZ,0.8837376514542481
2023-03-30,000712.SZ,0.6466872278019317
2023-03-30,002910.SZ,0.5976524001976852
2023-03-30,603533.SH,1.0
2023-03-30,002837.SZ,0.665943021782399
2023-03-30,002738.SZ,1.0
2023-03-30,600072.SH,0.5871887330405176
2023-03-30,600482.SH,0.5634579699199085
2023-03-30,600423.SH,0.7191936925872358
2023-03-30,603167.SH,0.6095900008872054
2023-03-30,603173.SH,1.0
2023-03-30,300509.SZ,0.558152051607795
2023-03-30,600452.SH,0.5835179205842195
2023-03-30,603755.SH,0.43755003932972814
2023-03-30,002210.SZ,1.0
2023-03-30,603379.SH,0.37165823926563984
2023-03-30,603336.SH,0.514608909528517
2023-03-30,000581.SZ,0.75241563058775
2023-03-30,300276.SZ,1.0
2023-03-30,300928.SZ,1.0
2023-03-30,301212.SZ,1.0
2023-03-30,000818.SZ,0.8323810134059936
2023-03-30,300722.SZ,0.30261566038128573
2023-03-30,002088.SZ,0.4054045924253106
2023-03-30,300112.SZ,1.0
2023-03-30,601699.SH,0.3857281337504735
2023-03-30,001230.SZ,1.0
2023-03-30,600885.SH,0.7265162216742008
2023-03-30,688119.SH,1.0
2023-03-30,600546.SH,0.42091718508334675
2023-03-30,300126.SZ,0.7962711631549463
2023-03-30,003004.SZ,1.0
2023-03-30,600685.SH,0.41402838454759056
2023-03-30,601606.SH,0.41109523045493074
2023-03-30,601615.SH,0.9752855882796788
2023-03-30,600356.SH,0.7006572138531811
2023-03-30,688313.SH,1.0
2023-03-30,601158.SH,0.11438318979166653
2023-03-30,002945.SZ,0.3554084903703729
2023-03-30,871553.BJ,0.8035007486081654
2023-03-30,002753.SZ,1.0
2023-03-30,600941.SH,0.9654529132457524
2023-03-30,301010.SZ,1.0
2023-03-30,600766.SH,1.0
2023-03-30,600829.SH,0.25176256914740025
2023-03-30,600148.SH,0.6793382041451668
2023-03-30,300495.SZ,1.0
2023-03-30,601798.SH,0.3849495238175691
2023-03-30,832662.BJ,1.0000000000000189
2023-03-30,000607.SZ,0.5514170766013486
2023-03-30,300504.SZ,0.5223714623376557
2023-03-30,688621.SH,1.0
2023-03-30,601766.SH,0.4015738941405312
2023-03-30,603363.SH,0.542629190597942
2023-03-30,603073.SH,1.0
2023-03-30,300222.SZ,0.9247497063413797
2023-03-30,600179.SH,0.8683564134207228
2023-03-30,002988.SZ,1.0
2023-03-30,603170.SH,1.0
2023-03-30,000541.SZ,0.6267665100758831
2023-03-30,002708.SZ,0.6574629661758147
2023-03-30,001236.SZ,1.0
2023-03-30,300548.SZ,0.8450027951785821
2023-03-30,301285.SZ,1.0
2023-03-30,600935.SH,1.0
2023-03-30,300618.SZ,0.7920609121858792
2023-03-30,603939.SH,0.654866951217031
2023-03-30,688538.SH,1.0
2023-03-30,300164.SZ,1.0
2023-03-30,300344.SZ,1.0
2023-03-30,601811.SH,0.2047286672031795
2023-03-30,603065.SH,1.0
2023-03-30,872190.BJ,1.0
2023-03-30,300481.SZ,0.6490799917239225
2023-03-30,600337.SH,0.6734843940102514
2023-03-30,000790.SZ,0.8199728072398884
2023-03-30,002011.SZ,1.0
2023-03-30,832149.BJ,1.0
2023-03-30,301331.SZ,1.0
2023-03-30,000998.SZ,0.8073109939305139
2023-03-30,600076.SH,0.8002218763984712
2023-03-30,000852.SZ,0.4944140468580437
2023-03-30,301326.SZ,1.0
2023-03-30,603629.SH,0.5031346153846229
2023-03-30,688169.SH,1.0
2023-03-30,000962.SZ,0.5419633090281835
2023-03-30,002590.SZ,0.4622211085004583
2023-03-30,600183.SH,0.750206100273204
2023-03-30,601007.SH,0.5649540564102548
2023-03-30,600860.SH,0.4508910227037734
2023-03-30,603666.SH,0.578671154935324
2023-03-30,300812.SZ,0.998169985218449
2023-03-30,601928.SH,0.2719634335337313
2023-03-30,002559.SZ,0.9142604550352003
2023-03-30,002434.SZ,0.6668595526693989
2023-03-30,000400.SZ,1.0
2023-03-30,688212.SH,1.0
2023-03-30,000004.SZ,1.0
2023-03-30,688148.SH,1.0
2023-03-30,688288.SH,1.0
2023-03-30,603022.SH,1.0
2023-03-30,600111.SH,1.0
2023-03-30,002012.SZ,1.0
2023-03-30,603863.SH,1.0
2023-03-30,002296.SZ,0.9775767706763884
2023-03-30,002395.SZ,0.35481178856785883
2023-03-30,002973.SZ,1.0
2023-03-30,002240.SZ,0.8901988392051015
2023-03-30,600115.SH,0.5063489617214965
2023-03-30,000725.SZ,0.8612699191190543
2023-03-30,300498.SZ,1.0
2023-03-30,000042.SZ,0.47305655773807126
2023-03-30,000676.SZ,1.0
2023-03-30,603007.SH,0.6138547239440391
2023-03-30,002230.SZ,1.0
2023-03-30,002518.SZ,0.3958928422856217
2023-03-30,688356.SH,1.0
2023-03-30,000019.SZ,0.8413024645613913
2023-03-30,600671.SH,1.0
2023-03-30,002324.SZ,0.8333571866758259
2023-03-30,600359.SH,0.5968272442325652
2023-03-30,600130.SH,0.8360072916666355
2023-03-30,603163.SH,1.0
2023-03-30,002079.SZ,1.0
2023-03-30,600288.SH,0.7024725274725401
2023-03-30,002047.SZ,1.0
2023-03-30,002805.SZ,0.8876632980303621
2023-03-30,603288.SH,0.41741738912310306
2023-03-30,300578.SZ,0.6793945852167007
2023-03-30,000156.SZ,0.7145430222488737
2023-03-30,838030.BJ,0.9972455049853469
2023-03-30,300315.SZ,1.0
2023-03-30,002706.SZ,1.0
2023-03-30,600592.SH,0.6214930588118803
2023-03-30,688432.SH,1.0
2023-03-30,603568.SH,1.0
2023-03-30,000525.SZ,0.654514783482937
2023-03-30,600073.SH,0.6221032988925957
2023-03-30,603195.SH,1.0
2023-03-30,000030.SZ,0.6967556990865952
2023-03-30,600711.SH,0.8222636760630561
2023-03-30,688568.SH,1.0
2023-03-30,688213.SH,1.0
2023-03-30,000829.SZ,0.8095626756029404
2023-03-30,002164.SZ,0.6343493922059276
2023-03-30,600089.SH,0.8195457777642469
2023-03-30,600630.SH,0.699169805173034
2023-03-30,002285.SZ,0.5397902724943509
2023-03-30,003041.SZ,1.0
2023-03-30,301207.SZ,1.0
2023-03-30,688071.SH,1.0
2023-03-30,002830.SZ,0.8875397329943171
2023-03-30,600218.SH,0.6933483122639253
2023-03-30,600783.SH,0.3042850661309896
2023-03-30,002889.SZ,1.0
2023-03-30,301107.SZ,1.0
